budget	eps	target	goal	poison	target_loss_reinit	target_acc_reinit	target_loss_rerun	target_acc_rerun	brewed_loss	optim	iter	loss	tau	centreg	normreg	repel	init	pbatch	adv	ens	vruns	pshuffle	paugment	step	full_data	stagger	maxepoch	nadapt	data_aug	epochs	lr	poison_loss	restarts	step_decay	ablation	benchmark_idx	target_mloss_reinit	target_macc_reinit	target_mloss_rerun	target_macc_rerun	target_clean_loss_reinit	target_clean_acc_reinit	target_clean_loss_rerun	target_clean_acc_rerun	train_time	brew_time	test_time	train_loss_reinit	val_loss_reinit	train_acc_reinit	val_acc_reinit	train_loss_rerun	val_loss_rerun	train_acc_rerun	val_acc_rerun	train_loss_clean	val_loss_clean	train_acc_clean	val_acc_clean	poisonkey	modelkey	net	vnet
0.01	16	dog	frog	frog	9.190691947937012	0.0			14.43441104888916	signAdam	100	similarity	0.1	0	0	0	randn	512	0	1	1	False	True	False	False	False		2	default	40	0.1	cross-entropy	1	True	1.0	0	6.055955445766449	0.0			0.00032205163734033704	1.0			0:24:53.936537	0:02:57.591687	0:24:46.401375	0.059554062992863484	0.2401910495056143	0.9818	0.9245924592459246					0.07337895379880216	0.24858678600783593	0.97716	0.9225922592259226	2000000000	1917998540	ResNet18	
